artist,genre,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_popularity,added_at
Labrinth,indie poptimism/pop,Electronic Earth (Expanded Edition),Earthquake (feat. Tinie Tempah),3SxiAdI8dP9AaaEz1Z24mn,0.54,0.856,0,-3.966,0,0.1,0.0,0.276,0.258,153.071,274600,4,61.0,2013-08-27T17:28:23Z
Diplo,edm/electro house/house/moombahton/ninja/pop/pop dance/tropical house,Boy Oh Boy,Boy Oh Boy,6hP5pQIkRH3BueyEVypmUe,0.585,0.92,9,-3.277,1,0.202,0.0973,0.063,0.2,109.991,261721,4,0.0,2013-08-29T20:25:38Z
Avicii,dance pop/edm/pop/pop dance/pop rap,You Make Me,You Make Me,1KRH1AhRdmYh0OTZa5QAqn,0.58,0.743,6,-4.79,1,0.0412,0.0133,0.129,0.515,125.007,232925,4,0.0,2013-09-03T19:23:46Z
Robin og Bugge,norwegian pop,Elak Elak,Elak Elak,25j7QnI1ULNzIs3rCDt943,0.74,0.741,0,-4.19,0,0.0412,0.0,0.235,0.573,130.114,216923,4,0.0,2013-09-08T11:02:24Z
Darwich,dakke dak,Go! (Ba Ba Ba),Go! (Ba Ba Ba) - Edit,57bPhJBnYzWyKClkhokRrj,0.752,0.833,3,-5.807,0,0.102,0.122,0.202,0.589,127.988,191987,4,0.0,2013-09-08T11:04:17Z
Kato,danish electronic/danish hip hop/danish pop,Dimitto (Let Go),Dimitto (Let Go) - Radio Edit,0dwkiSU3Wdg5yr7EN765vq,0.638,0.89,6,-5.03,0,0.0399,5.35e-06,0.0954,0.595,128.008,202947,4,0.0,2013-09-19T19:51:32Z
Kid Cudi,hip hop/ohio hip hop/rap,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),2MlcK8OgC5IpQz3l093YSR,0.723,0.695,9,-5.201,0,0.0586,0.00355,0.0459,0.604,127.989,373627,4,0.0,2013-09-19T19:58:37Z
David Guetta,big room/dance pop/edm/pop/pop dance,Memories (feat. Kid Cudi),Memories (feat. Kid Cudi),7KPr0YxECy4Q1k2F17Sa0Q,0.546,0.898,8,-3.938,1,0.232,6.43e-06,0.229,0.466,130.002,210840,4,65.0,2013-09-19T19:58:40Z
Nicky Romero,big room/dance pop/dutch edm/edm/electro house/pop dance/pop edm/progressive electro house/progressive house/tropical house,Legacy,Legacy - Radio Edit,4IWLawtdMznqdOnbOR9cWW,0.586,0.706,0,-3.673,0,0.0454,0.0,0.12,0.219,127.961,195707,4,0.0,2013-10-04T22:24:51Z
Martin Garrix,dance pop/dutch edm/edm/electro house/pop/pop dance/progressive house/tropical house,Animals,Animals - Radio Edit,5fHmnwcuWXBj2sHJZd4NGx,0.593,0.914,1,-5.351,1,0.0363,0.445,0.0714,0.0381,128.015,176118,4,0.0,2013-10-17T08:58:05Z
Kato,danish electronic/danish hip hop/danish pop,Behind Closed Doors,Danmark (feat. Kidd),08sE0TOemeXybxTFMFEZRu,0.768,0.75,2,-6.514,0,0.0516,0.0,0.071,0.776,127.972,211427,4,15.0,2013-10-20T21:15:58Z
Kato,danish electronic/danish hip hop/danish pop,Behind Closed Doors,I'm In Love (feat. Shontelle),2puE47CXPalrT5R6RYoqbS,0.661,0.736,7,-6.036,1,0.0285,7.36e-06,0.111,0.425,127.008,222133,4,14.0,2013-10-20T21:16:15Z
Kato,danish electronic/danish hip hop/danish pop,Turn The Lights Off (feat. Jon),Turn The Lights Off (feat. Jon) - Radio Edit,7apywiCuMzvSZIa0SKeH99,0.61,0.976,1,-3.551,0,0.0348,0.00135,0.333,0.31,132.003,178947,4,38.0,2013-10-20T21:16:21Z
Geo Da Silva,pop house,Catchy Tunes (July Hits!),I´ll Do You Like a Truck,1xJU0wXTqjmYnBGmBZlzUd,0.802,0.857,9,-6.06,0,0.0707,1.31e-06,0.303,0.965,127.954,186800,4,13.0,2013-10-27T19:18:21Z
DVBBS,canadian electronic/dance pop/edm/electro house/pop/pop dance/pop edm/progressive electro house/slap house/tropical house,Tsunami,Tsunami,2xMS1khdU5FHX1KEiNTVdi,0.688,0.844,4,-5.353,0,0.0511,0.643,0.0942,0.273,128.04,236707,4,0.0,2013-10-29T10:55:15Z
Linkin Park,alternative metal/nu metal/post-grunge/rap metal,RECHARGED,POWERLESS - Enferno Remix,5150defNCFB2QSqEMpVIJ7,0.589,0.736,8,-4.106,1,0.141,0.00312,0.332,0.457,128.037,367707,4,32.0,2013-10-29T11:07:51Z
Linkin Park,alternative metal/nu metal/post-grunge/rap metal,RECHARGED,BURN IT DOWN - Tom Swoon Remix,1buWPBwvTd6VnIdBV48yQM,0.501,0.924,9,-2.644,0,0.108,0.0103,0.181,0.176,127.997,286453,4,35.0,2013-10-29T11:08:50Z
Michael Mind,german dance,Baker Street,Baker Street - Vocal Edit,3XuGyDx9NUPD7WWe2tK4sm,0.685,0.482,7,-5.335,1,0.0457,3.1e-06,0.188,0.671,129.933,197312,4,23.0,2013-11-04T16:10:05Z
Christopher S feat. Tommy Clint,unknown,Tear Down the Club,Tear Down the Club - Mike Candys Radio Edit,6DfQYToZ17KSB6UBT8TFdy,0.717,0.648,8,-4.724,0,0.0808,0.0,0.244,0.939,128.008,163102,4,3.0,2013-11-04T19:17:34Z
Will Sparks,big room/edm/electro house/melbourne bounce/melbourne bounce international/pop dance,Ah Yeah!,Ah Yeah! (Original Mix),0dPnZQawNbLeZwDjPw9poS,0.824,0.756,7,-3.538,0,0.0835,0.904,0.04,0.762,127.981,204375,4,0.0,2013-11-04T19:17:56Z
Icona Pop,candy pop/dance pop/edm/electropop/metropopolis/pop/swedish electropop/swedish synthpop,THIS IS... ICONA POP,We Got the World,6Q532KnYSm45C2eeccZX0X,0.501,0.931,6,-3.839,1,0.0754,2.03e-06,0.186,0.376,128.055,187013,4,21.0,2013-11-06T18:14:58Z
Ellie Goulding,dance pop/edm/electropop/indietronica/metropopolis/pop/post-teen pop/uk pop,Halcyon Days,Stay Awake,7oqygHreyfzG9DKVn7awrz,0.416,0.852,6,-3.487,0,0.0384,0.0,0.355,0.413,159.946,206652,4,0.0,2013-11-12T16:08:12Z
Hardwell,big room/dance pop/dutch house/edm/electro house/pop dance/progressive electro house/progressive house/tropical house,Apollo (feat. Amba Shepherd),Apollo (feat. Amba Shepherd) - Radio Edit,3FE6Xwjn3z8W3wlhIgpFUD,0.558,0.734,6,-6.133,0,0.0677,0.0162,0.615,0.273,128.046,209773,4,26.0,2013-11-16T15:32:31Z
Labrinth,indie poptimism/pop,Electronic Earth (Expanded Edition),Last Time - Knife Party Remix,3WeBvX1Zlk6P2ILyYno65d,0.689,0.901,2,-4.812,1,0.0498,0.183,0.0482,0.157,127.966,314107,4,29.0,2013-11-18T17:53:33Z
Martin Garrix,dance pop/dutch edm/edm/electro house/pop/pop dance/progressive house/tropical house,Wizard,Wizard - Original Mix,2YbfcU8hJtcJkV67l0ZIaO,0.578,0.915,7,-4.98,1,0.068,0.775,0.488,0.186,127.935,281267,4,0.0,2013-12-21T01:06:27Z
Steve Aoki,dance pop/edm/electro house/pop dance/pop rap/tropical house,Boneless (Remixes),Boneless,4qPnE8jBZN3wmgGxspsOcP,0.743,0.962,11,-3.205,0,0.0629,0.613,0.352,0.643,127.99,270000,4,0.0,2014-01-02T22:04:56Z
Showtek,classic hardstyle/edm/electro house/euphoric hardstyle/pop dance/progressive electro house,Dance Chart (Winter/Spring 2013),Cannonball - Radio Edit,2QtsCXfc0nVySVZnDhvwuc,0.614,0.964,1,-5.364,1,0.049,0.788,0.434,0.414,127.992,191507,4,0.0,2014-01-09T14:44:07Z
DJ Snake,dance pop/edm/electronic trap/pop/pop dance/pop rap,Turn Down for What,Turn Down for What,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.128,0.057,0.0815,100.014,213733,4,70.0,2014-01-21T21:52:08Z
Showtek,classic hardstyle/edm/electro house/euphoric hardstyle/pop dance/progressive electro house,Booyah (The Remixes) (feat. We Are Loud & Sonny Wilson),Booyah (feat. We Are Loud & Sonny Wilson) - Original Mix,3zf852pgVUpYqQD1FTLa69,0.738,0.953,11,-2.622,1,0.137,0.0111,0.0622,0.499,127.997,311080,4,36.0,2014-01-22T14:41:09Z
Zedd,complextro/dance pop/edm/electro house/electropop/german techno/pop/pop dance/pop rap/post-teen pop/tropical house,Stay The Night,Stay The Night - featuring Hayley Williams of Paramore,3xozZw4YNCv777ONrbdHsy,0.6,0.728,8,-3.112,1,0.0426,0.0,0.0995,0.459,127.926,217080,4,0.0,2014-01-22T21:18:36Z
Etienne,unknown,Bounce,Bounce - Fresh Edit Remix,5ae2cZlKLhkAnaKAK41v4Z,0.82,0.635,0,-3.844,0,0.113,1.61e-06,0.357,0.774,128.05,170057,4,23.0,2014-02-06T17:25:25Z
Cash Cash,dance pop/edm/electro house/electropop/electropowerpop/pop/pop dance/pop edm/tropical house,Take Me Home (feat. Bebe Rexha),Take Me Home (feat. Bebe Rexha),7iT98FhZ7BAE8xdCxBlw55,0.571,0.903,7,-2.184,1,0.214,1.23e-06,0.186,0.477,127.951,206320,4,46.0,2014-02-06T17:29:12Z
Mikkel Christiansen,nordic house,Navy Seals 2012 (feat. Freddy Genius) - Single,Navy Seals 2012 (feat. Freddy Genius),2ctZKSw6h5GGEmKaK0DD8f,0.681,0.692,2,-10.564,0,0.104,0.141,0.0781,0.256,128.002,243802,4,24.0,2014-02-06T19:04:07Z
Droideka,unknown,Get Hyper,Get Hyper - Radio Edit,23062qFelDaObxOPDRkVCq,0.582,0.907,2,-4.374,1,0.162,0.239,0.0926,0.553,170.01,137000,4,0.0,2014-02-06T19:04:40Z
John Dahlbäck,edm/electro house/pop dance/pop edm/progressive electro house/progressive house/swedish house/tech house,Dancefloor Hits #1,We Were Gods (feat. Urban Cone & Lucas Nord) - Radio Edit,6HklC3mlktQkMlr5qcQohG,0.517,0.779,11,-4.792,1,0.0313,0.0,0.164,0.491,127.991,203213,4,0.0,2014-02-09T20:55:30Z
Calvin Harris,dance pop/edm/electro house/house/pop/progressive house/uk dance,Let's Go (feat. Ne-Yo),Let's Go (feat. Ne-Yo) - Radio Edit,2XERAvP5rto44nAuJE2Rni,0.672,0.905,4,-2.59,0,0.0611,0.000422,0.22,0.727,128.021,226107,4,35.0,2014-02-09T20:55:45Z
Laurent Wolf,disco house/pop house,No Stress,No Stress - Radio edit,4ho7syVEFjd1Iw46MGZljn,0.758,0.792,3,-3.121,0,0.0598,4.54e-06,0.101,0.873,130.009,203227,4,30.0,2014-02-09T20:57:50Z
Tiësto,big room/brostep/dance pop/dutch edm/edm/house/pop/pop dance/slap house/trance/tropical house,Red Lights,Red Lights,3bT5PDBhVj4ifU11zQvGP2,0.653,0.829,10,-4.783,1,0.0377,1.5e-06,0.225,0.545,124.989,263890,4,0.0,2014-03-06T15:34:09Z
Blasterjaxx,big room/dutch house/edm/electro house/pop dance/slap house,Faith (Remixes),Faith - Radio Edit,7qcoZzfJ7HGOuR6fwTbZND,0.671,0.689,2,-6.613,1,0.044,0.00291,0.212,0.641,128.001,183067,4,36.0,2014-03-08T13:35:49Z
Skrillex,brostep/complextro/edm/electro,Recess,Recess,1RJZLVGpBG9nNZiHRQSWTp,0.658,0.93,5,-2.912,0,0.141,0.0,0.578,0.132,104.018,237680,4,55.0,2014-03-17T20:56:24Z
Calvin Harris,dance pop/edm/electro house/house/pop/progressive house/uk dance,Summer,Summer,7b71WsDLb8gG0cSyDTFAEW,0.603,0.861,4,-3.565,0,0.0325,0.043,0.1,0.72,127.962,224507,4,20.0,2014-03-18T12:15:02Z
Dada Life,big room/dance pop/edm/electro house/pop dance/progressive electro house/progressive house,Born To Rage,Born To Rage - USA Version,1oEgqFagcGV8LiIkA69FzD,0.586,0.867,0,-5.118,0,0.0829,0.396,0.16,0.219,127.983,209883,4,0.0,2014-03-22T16:02:51Z
Zedd,complextro/dance pop/edm/electro house/electropop/german techno/pop/pop dance/pop rap/post-teen pop/tropical house,Clarity (Deluxe),Spectrum,6jRNbE3p7FLjy9axPw4Kok,0.611,0.788,0,-4.445,0,0.0344,0.00312,0.125,0.423,129.975,243413,4,0.0,2014-08-03T11:42:11Z
